dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11-02-2011,1,0,2,23,False,5,1,0.18,0.2424,0.69,0.0,5,48,53
12-02-2011,1,0,2,0,False,6,1,0.16,0.197,0.69,0.0896,3,27,30
12-02-2011,1,0,2,1,False,6,1,0.14,0.2121,0.86,0.0,2,22,24
12-02-2011,1,0,2,2,False,6,1,0.14,0.2121,0.8,0.0,2,13,15
12-02-2011,1,0,2,3,False,6,1,0.12,0.197,0.8,0.0,3,7,10
12-02-2011,1,0,2,4,False,6,1,0.12,0.1667,0.74,0.0896,0,4,4
12-02-2011,1,0,2,5,False,6,1,0.12,0.1667,0.74,0.0896,0,1,1
12-02-2011,1,0,2,6,False,6,1,0.12,0.1364,0.93,0.194,1,1,2
12-02-2011,1,0,2,7,False,6,1,0.12,0.1515,0.8,0.1045,2,9,11
12-02-2011,1,0,2,8,False,6,1,0.14,0.1515,0.86,0.1343,2,28,30
12-02-2011,1,0,2,9,False,6,1,0.16,0.1818,0.64,0.1343,5,38,43
12-02-2011,1,0,2,10,False,6,1,0.22,0.2121,0.41,0.2537,13,71,84
12-02-2011,1,0,2,11,False,6,1,0.3,0.2727,0.28,0.3284,30,84,114
12-02-2011,1,0,2,12,False,6,1,0.3,0.2727,0.39,0.4627,27,93,120
12-02-2011,1,0,2,13,False,6,1,0.3,0.2727,0.39,0.4179,32,103,135
12-02-2011,1,0,2,14,False,6,1,0.34,0.3182,0.31,0.2836,30,90,120
12-02-2011,1,0,2,15,False,6,1,0.34,0.303,0.29,0.4179,47,127,174
12-02-2011,1,0,2,16,False,6,1,0.34,0.303,0.29,0.4179,42,103,145
12-02-2011,1,0,2,17,False,6,1,0.32,0.2879,0.31,0.5224,24,113,137
12-02-2011,1,0,2,18,False,6,1,0.28,0.2576,0.38,0.3284,4,60,64
12-02-2011,1,0,2,19,False,6,1,0.28,0.2727,0.38,0.1642,2,39,41
12-02-2011,1,0,2,20,False,6,1,0.26,0.2576,0.41,0.2239,1,39,40
12-02-2011,1,0,2,21,False,6,1,0.26,0.303,0.41,0.0,9,42,51
12-02-2011,1,0,2,22,False,6,1,0.24,0.2576,0.44,0.0896,6,39,45
12-02-2011,1,0,2,23,False,6,1,0.22,0.2273,0.51,0.1343,1,31,32
13-02-2011,1,0,2,0,False,0,1,0.2,0.2273,0.64,0.1045,5,34,39
13-02-2011,1,0,2,1,False,0,1,0.2,0.2273,0.59,0.0896,1,23,24
13-02-2011,1,0,2,2,False,0,2,0.2,0.2273,0.75,0.0896,1,19,20
13-02-2011,1,0,2,3,False,0,2,0.2,0.2273,0.69,0.1045,4,8,12
13-02-2011,1,0,2,4,False,0,2,0.2,0.2121,0.69,0.1642,0,2,2
13-02-2011,1,0,2,6,False,0,2,0.2,0.2121,0.69,0.1343,2,3,5
13-02-2011,1,0,2,7,False,0,2,0.22,0.2727,0.55,0.0,0,3,3
13-02-2011,1,0,2,8,False,0,2,0.22,0.2273,0.64,0.194,1,11,12
13-02-2011,1,0,2,9,False,0,2,0.24,0.2273,0.6,0.2239,12,35,47
13-02-2011,1,0,2,10,False,0,1,0.3,0.2727,0.45,0.3284,19,86,105
13-02-2011,1,0,2,11,False,0,1,0.32,0.2879,0.39,0.4478,26,86,112
13-02-2011,1,0,2,12,False,0,1,0.36,0.3182,0.32,0.4627,58,94,152
13-02-2011,1,0,2,13,False,0,1,0.38,0.3939,0.29,0.3582,62,92,154
13-02-2011,1,0,2,14,False,0,2,0.4,0.4091,0.3,0.4179,51,110,161
13-02-2011,1,0,2,15,False,0,2,0.4,0.4091,0.3,0.2985,40,122,162
13-02-2011,1,0,2,16,False,0,2,0.42,0.4242,0.28,0.3284,28,106,134
13-02-2011,1,0,2,17,False,0,1,0.42,0.4242,0.28,0.3284,30,95,125
13-02-2011,1,0,2,18,False,0,1,0.4,0.4091,0.32,0.2985,17,78,95
13-02-2011,1,0,2,19,False,0,1,0.4,0.4091,0.35,0.2836,11,50,61
13-02-2011,1,0,2,20,False,0,1,0.4,0.4091,0.35,0.3284,15,32,47
13-02-2011,1,0,2,21,False,0,1,0.4,0.4091,0.35,0.3582,6,45,51
13-02-2011,1,0,2,22,False,0,1,0.4,0.4091,0.35,0.2985,5,31,36
13-02-2011,1,0,2,23,False,0,1,0.4,0.4091,0.35,0.3582,3,27,30
14-02-2011,1,0,2,0,False,1,1,0.38,0.3939,0.37,0.3582,3,8,11
14-02-2011,1,0,2,1,False,1,1,0.38,0.3939,0.37,0.3582,1,6,7
14-02-2011,1,0,2,2,False,1,1,0.36,0.3333,0.4,0.2985,0,2,2
14-02-2011,1,0,2,3,False,1,1,0.34,0.3182,0.46,0.2239,1,1,2
14-02-2011,1,0,2,4,False,1,1,0.32,0.303,0.53,0.2836,0,2,2
14-02-2011,1,0,2,5,False,1,1,0.32,0.303,0.53,0.2836,0,3,3
14-02-2011,1,0,2,6,False,1,1,0.34,0.303,0.46,0.2985,1,25,26
14-02-2011,1,0,2,7,False,1,1,0.34,0.303,0.46,0.2985,2,96,98
28-01-2011,1,0,1,16,False,5,1,0.22,0.2727,0.8,0.0,10,70,80
28-01-2011,1,0,1,17,False,5,1,0.24,0.2424,0.75,0.1343,2,147,149
28-01-2011,1,0,1,18,False,5,1,0.24,0.2273,0.75,0.194,2,107,109
28-01-2011,1,0,1,19,False,5,2,0.24,0.2424,0.75,0.1343,5,84,89
28-01-2011,1,0,1,20,False,5,2,0.24,0.2273,0.7,0.194,1,61,62
28-01-2011,1,0,1,21,False,5,2,0.22,0.2273,0.75,0.1343,1,57,58
28-01-2011,1,0,1,22,False,5,1,0.24,0.2121,0.65,0.3582,0,26,26
28-01-2011,1,0,1,23,False,5,1,0.24,0.2273,0.6,0.2239,1,22,23
29-01-2011,1,0,1,0,False,6,1,0.22,0.197,0.64,0.3582,2,26,28
